Landing Page,Impressions,Url Clicks,URL CTR,title,subtitle,date_published,date_updated
https://www.israelhayom.co.il/lifestyle/diets-and-nutrition/article/15815641,796344,99581,0.1250477181,"מיכל אנסקי: ""עשיתי סיבוב ושינוי בחיים שלי""","שופטת ""מאסטר שף"" לשעבר החליטה להקדיש את זמנה לתיעוד של מקומות בטבע שתומכים בריפוי • ""זה נשמע כל כך פשוט שזה כמעט לא מתקבל על הדעת, אבל זה בדיוק העניין""",2024-05-27T05:45:21.000Z,2024-05-27T05:46:31.000Z
https://www.israelhayom.co.il/lifestyle/family-and-parenting/article/15283517,886034,184876,0.2086556498,"כוכבת ""חתונמי"" נפרדת: ""רציתי להגיד שזה בטח לא נכון אבל ידעתי""","בפוסט מרגש קטיה אברבוך נפרדה מסבתא שלה שליוותה אותה לאורך חייה ושימשה לה השראה • ""חצי מדינה הכירה אותך וצחקה מהשנינות וחכמת החיים שלך""",2024-02-18T10:32:05.000Z,2024-02-18T10:32:05.000Z
https://www.israelhayom.co.il/lifestyle/well-being-and-fitness/article/17397820,908769,79857,0.08787381612,5 הרגלים שיעזרו לכם להפסיק להתעורר בלילה לשירותים,"ייצור השתן אמור לרדת בזמן השינה, אבל אם אתם מוצאים את עצמכם קמים באמצע הלילה כדי להתפנות, יש בהחלט כמה דברים שאתם יכולים לעשות • זה הסוד לשנת לילה רציפה",2025-02-19T23:38:04.000Z,2025-02-20T00:49:40.000Z
https://www.israelhayom.co.il/lifestyle/well-being-and-fitness/article/17137058,1126796,115210,0.1022456594,כמה פעמים זה נורמלי לקום בלילה לשירותים?,"הטלת שתן לילית תכופה עשויה להיראות תמימה, אבל לעיתים מדובר בתמרור אזהרה • כמו בכל דבר הקשור לגוף, יש להיות קשובים לו",2025-01-12T12:13:12.000Z,2025-01-12T12:13:12.000Z
https://www.israelhayom.co.il/lifestyle/diets-and-nutrition/article/16714032,681818,56271,0.08253082201,הכי טוב למוח: ללכת לישון מאוחר או לקום מוקדם?,"מחקר חדש שנערך באימפריאל קולג' בלונדון הוכיח כי לאנשים שנוהגים לישון מאוחר ולקום מאוחר, יש תפקוד קוגניטיבי טוב יותר • המחקר בחן את הקשר בין דפוסי השינה לבין היכולות הקוגניטיביות באמצעות מבחנים ייעודיים",2024-11-03T15:36:05.000Z,2024-11-03T15:36:05.000Z
https://www.israelhayom.co.il/lifestyle/relationship/article/16367180,757773,120292,0.1587441094,אחרי הבקשה מהשרים: מי הגיע לחתונת אליאב זוהר?,"הזמר ובנו של שר התרבות נישא לספיר מסיקה לאחר שנה וחצי של היכרות • בצל האירועים הקשים ביקש מיקי זוהר משרי הממשלה שלא להגיע לאירוע והזמרים שתוכננו להופיע בוטלו • ""אני מקווה שהצלחנו לכבד את החטופים ואת הסיטואציה המורכבת במדינה שלנו""",2024-09-01T17:56:04.000Z,2024-09-01T21:24:15.000Z
https://www.israelhayom.co.il/lifestyle/well-being-and-fitness/article/16967181,696725,44168,0.06339373497,"בוקר, צהריים או ערב: מתי הכי כדאי לצאת להליכה?","כולם יודעים שהליכה היא פעילות ספורטיבית טובה לגוף ולנפש, אבל מסתבר כי גם לשעה ביום יש השפעה על הגוף • אנשי בוקר או לילה, שימו לב",2024-12-15T09:29:39.000Z,2024-12-15T09:29:39.000Z
https://www.israelhayom.co.il/lifestyle/relationship/article/16203207,711840,77956,0.1095133738,"""שמירת נגיעה זה מושלם, לא יודעת איך לא עשיתי את זה קודם""","מור ממן עוברת בשנים האחרונות תהליך של התחזקות ומרבה לשתף אודות החיפוש שלה אחר זוגיות אמת • ""ברגע שאת שומרת נגיעה ואת לפני חתונה את עושה לעצמך סינון מושלם""",2024-08-05T06:17:18.000Z,2024-08-05T06:18:34.000Z
https://www.israelhayom.co.il/lifestyle/relationship/article/16651508,666219,134518,0.2019125843,אחרי שנתיים וחצי של זוגיות: זה המסר של יעל שלביה לעומר אדם,"הזמר חוגג את יום הולדתו ה-31 והצמודה שלו פותחת את הלב וכותבת • ""לימדת אותי אהבה מהי""",2024-10-22T10:56:41.000Z,2024-10-22T10:56:41.000Z
https://www.israelhayom.co.il/lifestyle/relationship/article/16246680,778545,113211,0.1454135599,"אחווה סיטבון על הנישואים ליונתן: ""מאוהבת בנשמה שלו - לא משנה הדת""","סוגיית היהדות של יונתן רונן עלתה על הפרק ולכוכבת הריאליטי יש תשובה חד משמעית • ""האדם הישר והאמין שהוא ודרך הארץ והפשטות שלו לי אישית חשובים הרבה יותר"", הבהירה",2024-08-12T11:11:33.000Z,2024-08-12T11:11:33.000Z
https://www.israelhayom.co.il/lifestyle/relationship/article/15423813,657345,127289,0.1936410865,"""קייט מידלטון נעלמה – וכולם משערים שזה קשור לרומן שמנהל ויליאם""","שמועות על רומן בין הנסיך למי שהייתה פעם קרובה מאוד לקייט, רוז הנברי, מסתובבת בצהובונים בבריטניה • מדובר בלא פחות מדוגמנית לשעבר עם קשרים עמוקים למשפחת המלוכה",2024-03-14T11:20:16.000Z,2024-03-14T12:36:53.000Z
https://www.israelhayom.co.il/lifestyle/family-and-parenting/article/15734742,640568,94243,0.1471241148,"שרית חדד: ""הייתי משלמת בשביל לזכות לראות אותו מחבק את בנותיי""","הזמרת האהובה מפיחה חיים חדשים בשיר ""געגועים"" אותו הוציאה בשנת 2013, ואותו היא בוחרת להקדיש לאביה שנפטר כשהייתה נערה • ""הגעגועים אליו חיים בי תמיד""",2024-05-12T12:02:03.000Z,2024-05-12T12:04:00.000Z
https://www.israelhayom.co.il/lifestyle/diets-and-nutrition/article/14997081,556587,51848,0.0931534513,למה קל לנו להירדם על הספה בסלון ולא במיטה בחדר?,"סיימתם יום עבודה ארוך, חזרתם הביתה, התיישבתם על הספה מול הטלוויזיה ונרדמתם, כשהתעוררתם החלטתם לעבור למיטה אבל אז השינה נעלמה לה – לתופעה הזו יש סיבה ויש גם דרך פשוטה שניתן להתמודד איתה",2023-12-24T19:30:35.000Z,2023-12-24T22:06:59.000Z
https://www.israelhayom.co.il/lifestyle/diets-and-nutrition/article/15485259,552905,100167,0.1811649379,"מאיה ורטהיימר מודה: ""רציתי לשמור על זה בסוד – אבל היא גילתה לכולם""","השחקנית והפרזנטורית על ההריון השני והמשמח בתקופה קשה, הג'וב החדש של אסף זמיר וגם התחושה של להתבגר על הסט לצד כוכבים צעירים • שלום מיכאלשווילי על הגעגוע לחבריו שעדיין חטופים בעזה ועל הצורך לשמור סוג של שגרה • פגשנו את הכוכבים על הסט",2024-03-25T15:19:41.000Z,2024-03-25T15:22:53.000Z
https://www.israelhayom.co.il/lifestyle/diets-and-nutrition/article/15149719,640769,130219,0.2032230024,"כוכב ""האח הגדול"" התפרק: ""עוד לא הותר לפרסום, אבל אנחנו יודעים""","גיא איתן שיתף בטרגדיה האישית שחווה הבוקר עם ההודעה על נפילתו של חברו הקרוב שהיה לו כאח • ""יותר מדי נפשות הולכות לנו"", אמר בקול שבור",2024-01-23T11:45:38.000Z,2024-01-23T11:57:40.000Z
https://www.israelhayom.co.il/lifestyle/family-and-parenting/article/15115266,553621,84205,0.1520986379,"רוני דלומי נשברת: ""מקווה שעייפתי אותו הלילה, הוא מרוקן אותי מכוחות""","האימא הטרייה לא הצליחה לישון ותיעדה את הלילה הלבן שעברה • ""אני ידועה ביכולת שלי להירדם, אבל לא הצלחתי להרפות""",2024-01-17T11:38:24.000Z,2024-01-17T11:38:24.000Z
https://www.israelhayom.co.il/lifestyle/family-and-parenting/article/16404039,508678,55882,0.1098573164,"שי עופרי: ""כאב שבחיים לא חוויתי – אין לשניר חלק בגוף שלא נשכתי""","כוכבת ""האח הגדול"" התפנתה לחלוק את סיפור הלידה של בנה הבכור מבן זוגה שניר בורגיל • ""לא היה זמן לאפידורל – תוך 18 דקות ילדתי""",2024-09-08T08:45:20.000Z,2024-09-08T08:45:20.000Z
https://www.israelhayom.co.il/lifestyle/well-being-and-fitness/article/17149337,610325,67127,0.1099856634,בהמלצת הקרדיולוג: זה מה שאתם צריכים לעשות אחרי ארוחת הבוקר,התחלת היום בשגרה בריאה מיטבה עם כל מערכות הגוף ובעיקר עם הלב • כך תתחילו את הבוקר עם בוסט של בריאות לטווח הקרוב – וגם הרחוק,2025-01-14T08:55:10.000Z,2025-01-14T08:56:10.000Z
