Landing Page,Impressions,Url Clicks,URL CTR,title,subtitle,date_published,date_updated
https://www.israelhayom.co.il/military-life/article/16288705,343858,24041,0.06991548837,מודיעין וזוגיות: סיפור האהבה של צ' וע',"""להתראות פחות זה לריב פחות, אבל זו מציאות מאתגרת"" - רס""ן צ' וסרן ע' חושפים כיצד הם מנהלים זוגיות ומטפחים אהבה בצל השירות הצבאי כקציני מודיעין, במיוחד בשנת מלחמה",2024-08-19T18:54:01.000Z,2024-08-19T18:54:01.000Z
https://www.israelhayom.co.il/military-life/article/16711002,224166,14451,0.06446561923,החטיבה החרדית החדשה יוצאת לדרך: בעוד חודש הלוחמים הראשונים יגיעו לבסיס האימונים המשודרג,"בסיס האימונים ""תבץ"" בבקעת הירדן עובר שדרוג בעלות של 170 מיליון שקלים כדי להתאימו לחיילים חרדים • בנובמבר 2025 צפוי גדוד החי""ר החרדי להיכנס לפעילות • מדובר בחלק מהניסיון של צה""ל להשיג תמיכה רחבה בחברה החרדית לגיוס",2024-11-03T08:56:57.000Z,2024-11-03T09:17:19.000Z
https://www.israelhayom.co.il/military-life/world-news-military-life/article/15089342,146391,14983,0.1023491881,"חיילי צה""ל הגיעו לבית הקברות האנגלי בעזה וקראו קדיש ליד קבר של יהודי שלחם בצבא הבריטי","בית הקברות נמצא בצפון הרצועה באזור שכונת סג'עייה, שנכבש על ידי צה""ל • ""קבורים כאן לוחמים בצבא הבריטי שנפלו במלחמת העולם הראשונה, וביניהם גם יהודים"", אמר החייל שתיעד את הרגע כשברקע קול הפצצות",2024-01-12T11:29:25.000Z,2024-01-12T15:48:27.000Z
https://www.israelhayom.co.il/military-life/article/15030980,241308,18707,0.07752333118,"""הבנתי שעשינו משהו גדול"": המלאכיות של גדוד 13","הן צוות של ארבע חיילות, שלוש מהן מילואימניקיות • תפקידן: לצפות בשדה הקרב באמצעות כלי טיס ולכוון את הכוחות • בחודש שעבר הן נקראו למשימה גורלית, ומצאו את עצמן מנהלות מלמעלה קרב רצחני • רק ביום שלאחר מכן הבינו שפעילותן מנעה אבידות רבות מגדוד 13 של גולני • ""הסיטואציה היתה קשה, אבל התוצאה מראה את חשיבות העבודה שלנו"", הן אומרות בגאווה",2024-01-01T05:08:33.000Z,2024-01-01T05:08:33.000Z
https://www.israelhayom.co.il/military-life/world-news-military-life/article/16132616,283516,25333,0.08935298184,המערכת שסייעה למטוסי F-15 להפיל כ-75 כטב״מים איראניים שתקפו את ישראל,"מטוסי F-15 הפילו כ-75 כטב""מים במהלך המתקפה האיראנית על ישראל - זאת בסיוע מכ""ם חדיש שהוצג בסלון האווירי בפארנבורו • המערכת החשובה מוטמעת גם במטוסים האמריקניים שימכרו לישראל • עוד נחשפה בתערוכה: ""הקסדה של דארת' ויידר"" שמסייעת לטייסים ומשלבת מציאות רבודה",2024-07-24T07:54:14.000Z,2024-07-24T15:50:14.000Z
https://www.israelhayom.co.il/military-life/article/16267729,343016,31284,0.09120274273,"לאחר חשיפת פניהם וההדלפות נגדם: שני לוחמים מפרשיית שדה תימן תובעים את צה""ל והתאגיד במאות אלפי שקלים","התביעה על סך 600 אלף ש""ח הוגשה בעקבות פרסום תמונות הלוחמים בערוץ ""מכאן"" 33 • עורכי הדין: ""הפרסום זכה למיליוני שיתופים ברחבי העולם ומסכן את חיי החיילים"" • הפרקליטות הצבאית טרם הגיבה לדרישה לחקור את ההדלפות",2024-08-15T14:44:12.000Z,2024-08-15T14:44:12.000Z
https://www.israelhayom.co.il/military-life/world-news-military-life/article/16342120,247525,26137,0.1055933744,"הקב""נית שהתבטאה באופן מקומם נגד אנשי הציונות הדתית - תודח כליל ממילואים","אחרי שהודחה מתפקידה בחטיבת אלכסנדרוני, עדי אנגרט תסיים את שירותה באופן מוחלט • היא כינתה כזכור את אנשי הציונות הדתית ""כת של אוכלי מוות""",2024-08-28T10:49:44.000Z,2024-08-28T10:53:07.000Z
https://www.israelhayom.co.il/military-life/military-tech/article/16517622,197155,10363,0.05256270447,"נשארים על המפה: מכ""מים, לוחמה אווירית ומל""טים - הפיתוחים הישראליים מובילים בתערוכות הביטחון בעולם","נשיא אזרבייג'ן נועד עם מנכ""ל התעשייה האווירית על שיתופי פעולה אפשריים בתחומי הלוויונות ומערכות הטילים המדויקים • הרמטכ""ל הפיליפיני נועד עם בכירים בחברה בתעורכה ביטחונית במנילה - זאת כחלק מהרחבת שיתופי הפעולה של ישראל בחזית הביטחונית-טכנולוגית בעולם",2024-09-26T20:42:52.000Z,2024-09-26T21:32:52.000Z
https://www.israelhayom.co.il/military-life/world-news-military-life/article/15088785,283257,6828,0.02410531779,"חטיבה 7 של חיל השריון בחאן יונס: ""ההתקפה לא נחלשה - להפך""","סגן מפקד החטיבה:  ""אמל""ח מוחבא בכל בית שני ונעשה שימוש ציני באוכלוסייה"" • עוד מספר: ""האויב פועל בצורה מתוחכמת, אך אין שליחות גדולה מזו""",2024-01-12T07:25:55.000Z,2024-01-12T07:25:55.000Z
https://www.israelhayom.co.il/military-life/article/15060790,271226,26814,0.09886220348,"""היית מאושר שלושה וחצי חודשים, אחרי שאורי נולדה"": אלפים ליוו בדרכו האחרונה את סא""ל רועי יוחאי יוסף מרדכי","בין המשתתפים הרבים - בני גנץ, גדי אייזנקוט, אריה דרעי, אמיר כוכבי ובכירים נוספים • בת הזוג נטע: ""איך מספידים את אהבת חיי? אורי תגדל באורך"" • אביו של רועי: ""הקדוש ברוך הוא לא לקח - אתה נתת את רועי, תדאג שיהיה לנו כוח להמשיך, תן לכולנו כוח - כי אנחנו שבורים"" • אלחנן, חברו של רועי: ""למנהיגים שכאן: אנחנו אגרוף אחד, וגם אתם צריכים להיות אגרוף אחד - ואם לא אתם אנחנו נעשה את זה"" • חברו רועי ארגמן: ""אני פונה למנהיגינו - תכינו תוכניות שנשלים את המשימה, אל תעבירו אותה לילדינו""",2024-01-07T12:57:24.000Z,2024-01-07T15:24:15.000Z
https://www.israelhayom.co.il/military-life/world-news-military-life/article/14911427,105307,1939,0.01841283106,"הפיגוע בירושלים: היורה ביובל קסטלמן ז""ל ישוחרר למעצר בית","אביעד פריג'ה חשוד בהמתה בקלות דעת של קסטלמן ז""ל • התובע הצבאי סא""ל קובי מרכוס: ""יש להמשיך את מעצרו של החשוד, יש עוד פעולות חקירה לבצע"" • התביעה הצבאית שוקלת אם לערער על ההחלטה",2023-12-05T18:16:36.000Z,2023-12-05T20:55:39.000Z
https://www.israelhayom.co.il/military-life/world-news-military-life/article/15055847,92175,10901,0.1182641714,"מלחמת גרסאות: לאחר הביקורות - גיא הוכמן טוען שהוכנס לעזה ע""י מח""ט, בצה""ל מכחישים","""ברוכים הבאים למלון גוש קטיף"": הקומיקאי ואושיית הרשת תיעד עצמו כשהוא בדירה עזתית וצחק על המצב • בצה""ל לא אהבו את זה וטענו כי הדבר נעשה ללא אישור - ""אירוע חריג"" • הוכמן: ""אני לא פועל על דעת עצמי""",2024-01-06T14:41:52.000Z,2024-01-07T10:24:20.000Z
https://www.israelhayom.co.il/military-life/world-news-military-life/article/14931606,102058,7435,0.07285073194,"""מדובר בהצלת חיים"": מבצע הענק לשדרוג של מיגון החיילים בעזה","בפגישות חשאיות במרחבי העוטף: תורמים יהודים הביאו עימם מארה""ב אפודים ממוגנים ו־4,000 קסדות - ומחלקים אותם ללוחמים • דוד, מארגן המיזם: ""מעולם לא עסקתי בהתרמות, אבל הפעם אני לא יכול לשבת בשקט"" • צה""ל: ""כלל הציוד מחולק לפי תעדוף בהתאם למשימות הכוחות, הפערים מטופלים""",2023-12-11T02:00:45.000Z,2023-12-11T02:00:45.000Z
https://www.israelhayom.co.il/military-life/military-tech/article/16445497,118654,9003,0.07587607666,מה זה טיל היפר-סוני?,"החות'ים טוענים כי זה הטיל ששוגר על ידם למרכז הארץ • סין, רוסיה וארה""ב משקיעות מיליארדים בפיתוח טילים מסוג זה,  אשר טס במהירות של לפחות 6,100 קילומטרים בשעה • מהם שאר היכולות שלו, מהם האתגרים העומדים בפיתוחו והאם הוא יכול לשנות את כללי המשחק בזמני מלחמה?",2024-09-15T15:19:33.000Z,2024-09-15T15:19:33.000Z
https://www.israelhayom.co.il/military-life/world-news-military-life/article/15220134,108825,9394,0.08632207673,"""הישמעאלי החטוף"": זעם בעקבות תרגיל שמדמה חטיפת ערבי בידי מתיישבים","מתוך מגוון תרחישים שתורגלו, באוגדת איו""ש תרגלו מקרה שבו מתיישבים מציתים רכבים וחוטפים ערבי •  החיילים שדימו את המתיישבים בתרגיל לבשו וסטים ועליהם הכיתוב ""בימוי אויב"" • בקרב חיילים רבים שהשתתפו בתרגיל התעורר זעם רב • השר בן גביר: ""קיומו של תרגיל כזה הוא שיתוף פעולה מלא בעלילת הדם על 'אלימות המתנחלים'"" • מצה""ל נמסר בתגובה: ""טעינו כשסימנו את מי שמדמה מתיישבים בכיתוב כזה""",2024-02-05T18:11:09.000Z,2024-02-06T04:53:13.000Z
https://www.israelhayom.co.il/military-life/article/14805185,100755,26558,0.2635898963,"משפחתו החרדית של רב""ט דוד מילטמן ז""ל לא קיימה לו טקס קבורה צבאי, בצה""ל פועלים שהמקרה לא יישנה","דוד, שנפל בשבת השחורה רצה להיקבר בחלקה צבאית ובטקס צבאי אך משפחתו לא קיימה את בקשתו • בצה""ל החליטו לחדד נהלים והוסבר לחיילים הבודדים כי מי שיופיע בכתובת למקרה אסון הוא שיקבע את אופי הלוויה • עמותת יוצאים לשינוי: ""צעד ראשון לתיקון""",2023-11-09T11:25:35.000Z,2023-11-09T14:34:52.000Z
