Landing Page,Impressions,Url Clicks,URL CTR,title,subtitle,date_published,date_updated
https://www.israelhayom.co.il/judaism/article/14923073,258358,10682,0.04134572957,"אלו זמני הדלקת נרות השבת 8.12.2023, כ""ו בכסלו תשפ""ד - פרשת וישב","הערב, נר שני של חנוכה, מדליקים קודם את נרות החנוכה, ואחר כך את נרות השבת",2023-12-08T06:33:53.000Z,2023-12-08T11:23:51.000Z
https://www.israelhayom.co.il/judaism/article/16114738,420977,28966,0.06880660939,"צום י""ז בתמוז 2024: אלו הם זמני כניסה ויציאת הצום","צום י''ז בתמוז ה'תשפ''ד יחל השנה ביום שלישי, 23.07.2024 • אלו הם זמני כניסה ויציאת הצום ברחבי הארץ",2024-07-21T12:50:20.000Z,2024-07-21T13:41:19.000Z
https://www.israelhayom.co.il/judaism/article/16573495,332547,30803,0.09262750829,מתי יום כיפור 2024? זמני כניסת ויציאת הצום,"צום יום הכיפורים תשפ""ה יחול השנה בתאריכים 11-12.10 • אלו הם זמני כניסת וצאת הצום ברחבי הארץ",2024-10-10T10:40:34.000Z,2024-10-10T12:54:37.000Z
https://www.israelhayom.co.il/judaism/judaism-news/article/15364346,316809,23972,0.07566704229,"פורים 2024 - זמני כניסה ויצאת החג, ימי החופשה ומתי באים מחופשים?",תאריכי חג הפורים יהיו שונים מהרגיל  בעקבות יום השבת • כל הפרטים ולוח הזמנים והחופשה לקראת החג המתקרב,2024-03-04T14:50:11.000Z,2024-03-18T09:42:37.000Z
https://www.israelhayom.co.il/judaism/article/15737579,472783,12800,0.0270737315,חרדים לזכרם: אלפים בטקסי יום הזיכרון בבני ברק ובירושלים,"ראש עיריית בני ברק בעצרת הממלכתית: ""לדאבוננו משפחת השכול גדלה בשנה האחרונה, נזכור כל אחד ואחד, קיומנו מתאפשר בזכות הפעילות שלהם בה חירפו נפשם בקרב"" • הרב לאו בעצרת הזיכרון המרכזית למגזר החרדי בירושלים: ""ראינו תמונות, שמענו שמות, גילאים שונים, המכנה המשותף של כולם הוא שהם נלחמו למען עם ישראל""",2024-05-12T19:10:43.000Z,2024-05-12T19:10:43.000Z
https://www.israelhayom.co.il/judaism/article/16185041,375199,23107,0.06158598504,ראש חודש אב - מתי מתחילים תשעת הימים של תשעה באב 2024?,"ראש חודש אב ותשעת הימים מתחילים ביום שני, 5 באוגוסט 2024: כל המידע על ההלכות, המנהגים וההכנות לתקופת האבלות",2024-08-03T18:00:49.000Z,2024-08-11T07:38:09.000Z
https://www.israelhayom.co.il/judaism/article/15983260,340854,41589,0.1220141175,"""בחורות בעשר דולר״: המכתב שחושף את הסוד האפל של שוחטי חו""ל","מכתב חריף מטעם הרבנות חושף התנהגות בעייתית של עובדיו בחו""ל • ""יש פיתויים בחוץ לארץ, יש שם גויות שאפשר להתחתן איתן בעשר דולר בלי חופה ובלי כלום"" • בנוסף למחדל זה הרבנות מתמודדת עם שורת בעיות ומחסור במנהלים במספר מחלקות",2024-06-27T13:09:25.000Z,2024-06-28T06:18:36.000Z
https://www.israelhayom.co.il/judaism/judaism-news/article/16447496,313243,39858,0.1272430669,"יגל יעקב בן ה-13, שחזר מהשבי: ""אני רוצה להתחיל ללכת עם כיפה ועם ציצית""","בפוסט שפרסם ברשתות החברתיות, שיתף יגל על ההתקרבות שלו לדת מאז ששב משבי חמאס בעזה • ""כל מה שהחזיק אותי הייתה האמונה שאני לא לבד, שיש איתי את האחד הזה, שאומנם לא הצליח לשמור עליי מפני זה שנחטפתי, אבל בהחלט שמר עליי כל שעותיי בשבי"", כתב",2024-09-16T00:24:08.000Z,2024-09-16T00:24:08.000Z
https://www.israelhayom.co.il/judaism/article/14905621,490976,37509,0.07639680962,זמני הדלקת נרות חנוכה 2023 - מתי מדליקים נר שמיני?,"זמני הדלקת נרות חנוכה, סדר הברכות להדלקת נרות, עד מתי אפשר להדליק ומאיזה כיוון, ובאיזה תאריכים חופשת חנוכה בבתי הספר • כל מה שצריך לדעת על חנוכה תשפ""ד",2023-12-04T14:01:06.000Z,2023-12-14T08:23:48.000Z
https://www.israelhayom.co.il/judaism/judaism-news/article/14995296,255940,21392,0.08358208955,"לא רק בעזה: מנהרה מסתורית נמצאה במרכז העולמי של חב""ד","המנהרה נחשפה בעקבות חשדות של בעל בית בקרבת מקום ששמע רעשים משונים מתחת לפני הקרקע ולאחר עבודות תשתית באזור • עם גילויה, היא נחסמה בידי הרשויות תוך ציון כי עצם קיומה מאיים על כל היציבות של מרכז חב""ד, שעלול לשקוע אל תוך הקרקע בעקבות חפירתה",2023-12-24T11:54:12.000Z,2023-12-24T15:51:31.000Z
