Landing Page,Impressions,Url Clicks,URL CTR
https://www.israelhayom.co.il/business/article/16043761,809466,75282,0.09300205321
https://www.israelhayom.co.il/business/article/16145763,758285,64013,0.08441812775
https://www.israelhayom.co.il/business/consumers/article/17067854,696059,53011,0.0761587739
https://www.israelhayom.co.il/business/article/16614520,668040,54258,0.08121968744
https://www.israelhayom.co.il/business/article/16544533,661384,82679,0.1250090719
https://www.israelhayom.co.il/business/article/17356237,651803,77331,0.1186416755
https://www.israelhayom.co.il/business/article/16976099,638179,50983,0.07988824452
https://www.israelhayom.co.il/business/consumers/article/16396516,622504,57512,0.09238816136
https://www.israelhayom.co.il/business/article/16231176,621291,44816,0.07213367005
https://www.israelhayom.co.il/business/consumers/article/17266216,488537,23963,0.04905053251
https://www.israelhayom.co.il/business/consumers/article/15128219,448043,51434,0.1147970173
https://www.israelhayom.co.il/business/article/15597418,429779,32231,0.07499435757
https://www.israelhayom.co.il/business/article/15991861,426587,29983,0.07028577992
https://www.israelhayom.co.il/business/article/16495112,410733,47895,0.1166085997
https://www.israelhayom.co.il/business/article/16529767,400714,38366,0.09574409679
https://www.israelhayom.co.il/business/article/15816199,387692,30561,0.07882803875
https://www.israelhayom.co.il/business/consumers/article/16002076,383548,31636,0.08248250545
https://www.israelhayom.co.il/business/consumers/article/15831245,358980,18964,0.05282745557
https://www.israelhayom.co.il/business/article/17339079,352644,34947,0.09909994215
https://www.israelhayom.co.il/business/article/15430934,351700,37948,0.1078987774
https://www.israelhayom.co.il/business/article/17147774,342741,39805,0.1161372582
https://www.israelhayom.co.il/business/article/16560553,340709,35971,0.1055768999
https://www.israelhayom.co.il/business/article/16218774,334653,30057,0.08981542075
https://www.israelhayom.co.il/business/article/16886910,318846,16250,0.05096504269
https://www.israelhayom.co.il/business/article/14935385,317655,39120,0.1231524767
https://www.israelhayom.co.il/business/article/15078333,316555,12117,0.03827770846
https://www.israelhayom.co.il/business/article/16016758,313319,19266,0.06149004689
https://www.israelhayom.co.il/business/article/17169240,294537,20607,0.06996404526
https://www.israelhayom.co.il/business/article/15286393,292099,19615,0.06715189028
https://www.israelhayom.co.il/business/article/15460349,284502,24673,0.08672346767
https://www.israelhayom.co.il/business/article/17026242,280518,25613,0.09130608375
https://www.israelhayom.co.il/business/article/15443183,272706,24157,0.08858257611
https://www.israelhayom.co.il/business/article/15660147,271927,19878,0.07310050124
https://www.israelhayom.co.il/business/consumers/article/17463219,268030,9257,0.03453717867
https://www.israelhayom.co.il/business/article/16281756,267948,18503,0.0690544434
https://www.israelhayom.co.il/business/real-estate/article/15577583,265738,16045,0.06037901994
https://www.israelhayom.co.il/business/article/15950919,262335,14348,0.05469342634
https://www.israelhayom.co.il/business/article/15045448,255526,28110,0.1100083749
https://www.israelhayom.co.il/business/consumers/article/15721030,253376,14192,0.0560116191
https://www.israelhayom.co.il/business/article/15309755,252820,28690,0.1134799462
https://www.israelhayom.co.il/business/article/15540384,252674,17322,0.06855473852
https://www.israelhayom.co.il/business/article/17269646,246360,17738,0.07200032473
https://www.israelhayom.co.il/business/article/17006932,244449,22911,0.09372507149
https://www.israelhayom.co.il/business/article/15423799,238544,23121,0.09692551479
https://www.israelhayom.co.il/business/article/17557518,234477,36355,0.1550471901
https://www.israelhayom.co.il/business/article/15346926,234140,20104,0.08586315879
https://www.israelhayom.co.il/business/article/17053567,222660,20702,0.0929758376
https://www.israelhayom.co.il/business/article/15189842,215927,17277,0.08001315259
https://www.israelhayom.co.il/business/consumers/article/16307585,212574,13240,0.0622841928
https://www.israelhayom.co.il/business/consumers/article/15002444,204872,14039,0.06852571362
https://www.israelhayom.co.il/business/article/14911087,204120,18791,0.09205859298
https://www.israelhayom.co.il/business/consumers/article/16651852,203466,16448,0.08083905911
https://www.israelhayom.co.il/business/article/15953934,202610,13744,0.06783475643
https://www.israelhayom.co.il/business/consumers/article/16443400,202256,11041,0.05458923345
https://www.israelhayom.co.il/business/article/16865874,202208,12227,0.06046743947
https://www.israelhayom.co.il/business/article/16101508,201876,30684,0.1519942935
https://www.israelhayom.co.il/business/article/15973940,196629,12153,0.06180675282
https://www.israelhayom.co.il/business/article/15142852,195223,13528,0.06929511379
https://www.israelhayom.co.il/business/consumers/article/16465030,193992,11022,0.05681677595
https://www.israelhayom.co.il/business/consumers/article/15263628,192646,22330,0.1159120875
https://www.israelhayom.co.il/business/article/15006360,186265,9056,0.04861890318
https://www.israelhayom.co.il/business/consumers/article/16618773,182779,6261,0.03425448219
https://www.israelhayom.co.il/business/consumers/article/17092498,182715,8497,0.04650411844
https://www.israelhayom.co.il/business/article/17475293,182649,17577,0.09623375983
https://www.israelhayom.co.il/business/consumers/article/16025145,182477,7066,0.03872268834
https://www.israelhayom.co.il/business/consumers/article/15320426,181584,5032,0.02771169266
https://www.israelhayom.co.il/business/consumers/article/15733926,180726,8616,0.04767438
https://www.israelhayom.co.il/business/consumers/article/16073866,177252,8008,0.04517861576
https://www.israelhayom.co.il/business/consumers/article/15196564,175521,10607,0.06043151532
https://www.israelhayom.co.il/business/article/15703910,169899,16961,0.09982989894
https://www.israelhayom.co.il/business/consumers/article/14999199,168537,11842,0.07026350297
https://www.israelhayom.co.il/business/article/16761937,167876,20230,0.1205056113
https://www.israelhayom.co.il/business/article/15994785,167871,12001,0.07148941747
https://www.israelhayom.co.il/business/article/15582484,167399,17141,0.1023960717
https://www.israelhayom.co.il/business/consumers/article/16862017,165291,19733,0.1193833905
https://www.israelhayom.co.il/business/article/16662740,164625,8959,0.054420653
https://www.israelhayom.co.il/business/article/15934298,164189,11703,0.07127761299
https://www.israelhayom.co.il/business/article/15596912,164177,7069,0.04305718828
https://www.israelhayom.co.il/business/article/16268405,164005,11535,0.07033322155
https://www.israelhayom.co.il/business/consumers/article/15719672,163751,8239,0.05031419655
https://www.israelhayom.co.il/business/article/16369111,162417,7985,0.04916357278
https://www.israelhayom.co.il/business/article/16815463,161540,5960,0.03689488672
https://www.israelhayom.co.il/business/consumers/article/15463669,159580,3190,0.01998997368
https://www.israelhayom.co.il/business/article/17206603,157787,8743,0.05541014152
https://www.israelhayom.co.il/business/consumers/article/15059765,157235,5820,0.03701465959
https://www.israelhayom.co.il/business/consumers/article/16114156,155799,6581,0.04224032247
